title_id,Date,ku_borrows
0,4/16/19,0
0,4/17/19,0
0,4/18/19,6
0,4/19/19,8
0,4/20/19,3
0,4/21/19,3
0,4/22/19,0
0,4/23/19,5
0,4/24/19,4
0,4/25/19,1
0,4/26/19,4
0,4/27/19,4
0,4/28/19,11
0,4/29/19,9
0,4/30/19,4
0,5/1/19,0
0,5/2/19,2
0,5/3/19,2
0,5/4/19,5
0,5/5/19,0
0,5/6/19,0
0,5/7/19,2
0,5/8/19,6
0,5/9/19,3
0,5/10/19,5
0,5/11/19,5
0,5/12/19,4
0,5/13/19,2
0,5/14/19,0
0,5/15/19,7
0,5/16/19,3
0,5/17/19,0
0,5/18/19,2
0,5/19/19,5
0,5/20/19,5
0,5/21/19,4
0,5/22/19,4
0,5/23/19,4
0,5/24/19,2
0,5/25/19,6
0,5/26/19,4
0,5/27/19,5
0,5/28/19,7
0,5/29/19,7
0,5/30/19,1
0,5/31/19,1
0,6/1/19,3
0,6/2/19,10
0,6/3/19,2
0,6/4/19,4
0,6/5/19,8
0,6/6/19,5
0,6/7/19,8
0,6/8/19,5
0,6/9/19,1
0,6/10/19,8
0,6/11/19,1
0,6/12/19,2
0,6/13/19,3
0,6/14/19,2
0,6/15/19,2
0,6/16/19,5
0,6/17/19,8
0,6/18/19,4
0,6/19/19,7
0,6/20/19,2
0,6/21/19,4
0,6/22/19,4
0,6/23/19,5
0,6/24/19,3
0,6/25/19,2
0,6/26/19,13
0,6/27/19,2
0,6/28/19,3
0,6/29/19,7
0,6/30/19,9
1,11/1/18,6
1,11/2/18,5
1,11/3/18,15
1,11/4/18,23
1,11/5/18,13
1,11/6/18,13
1,11/7/18,12
1,11/8/18,3
1,11/9/18,4
1,11/10/18,17
1,11/11/18,16
1,11/12/18,10
1,11/13/18,17
1,11/14/18,24
1,11/15/18,16
1,11/16/18,14
1,11/17/18,19
1,11/18/18,21
1,11/19/18,24
1,11/20/18,12
1,11/21/18,12
1,11/22/18,10
1,11/23/18,22
1,11/24/18,30
1,11/25/18,24
1,11/26/18,26
1,11/27/18,31
1,11/28/18,18
1,11/29/18,24
1,11/30/18,16
1,12/1/18,23
1,12/2/18,25
1,12/3/18,21
1,12/4/18,19
1,12/5/18,22
1,12/6/18,24
1,12/7/18,20
1,12/8/18,30
1,12/9/18,40
1,12/10/18,23
1,12/11/18,28
1,12/12/18,24
1,12/13/18,24
1,12/14/18,31
1,12/15/18,31
1,12/16/18,23
1,12/17/18,41
1,12/18/18,22
1,12/19/18,27
1,12/20/18,22
1,12/21/18,27
1,12/22/18,32
1,12/23/18,41
1,12/24/18,44
1,12/25/18,106
1,12/26/18,54
1,12/27/18,42
1,12/28/18,56
1,12/29/18,48
1,12/30/18,48
1,12/31/18,32
1,1/1/19,68
1,1/2/19,38
1,1/3/19,37
1,1/4/19,38
1,1/5/19,39
1,1/6/19,41
1,1/7/19,36
1,1/8/19,35
1,1/9/19,32
1,1/10/19,19
1,1/11/19,26
1,1/12/19,26
1,1/13/19,33
1,1/14/19,30
1,1/15/19,26
1,1/16/19,22
1,1/17/19,18
1,1/18/19,22
1,1/19/19,25
1,1/20/19,27
1,1/21/19,28
1,1/22/19,24
1,1/23/19,26
1,1/24/19,22
1,1/25/19,31
1,1/26/19,26
1,1/27/19,28
1,1/28/19,23
1,1/29/19,30
1,1/30/19,20
1,1/31/19,17
1,2/1/19,26
1,2/2/19,26
1,2/3/19,27
1,2/4/19,23
1,2/5/19,18
1,2/6/19,15
1,2/7/19,20
1,2/8/19,17
1,2/9/19,26
1,2/10/19,23
1,2/11/19,21
1,2/12/19,25
1,2/13/19,17
1,2/14/19,18
1,2/15/19,13
1,2/16/19,14
1,2/17/19,32
1,2/18/19,16
1,2/19/19,19
1,2/20/19,26
1,2/21/19,22
1,2/22/19,14
1,2/23/19,30
1,2/24/19,17
1,2/25/19,23
1,2/26/19,15
1,2/27/19,28
1,2/28/19,17
1,3/1/19,15
1,3/2/19,25
1,3/3/19,23
1,3/4/19,22
1,3/5/19,18
1,3/6/19,24
1,3/7/19,17
1,3/8/19,14
1,3/9/19,17
1,3/10/19,23
1,3/11/19,29
1,3/12/19,14
1,3/13/19,17
1,3/14/19,16
1,3/15/19,14
1,3/16/19,16
1,3/17/19,18
1,3/18/19,20
1,3/19/19,18
1,3/20/19,19
1,3/21/19,18
1,3/22/19,16
1,3/23/19,15
1,3/24/19,25
1,3/25/19,12
1,3/26/19,14
1,3/27/19,18
1,3/28/19,7
1,3/29/19,16
1,3/30/19,19
1,3/31/19,19
1,4/1/19,19
1,4/2/19,17
1,4/3/19,14
1,4/4/19,13
1,4/5/19,14
1,4/6/19,16
1,4/7/19,9
1,4/8/19,24
1,4/9/19,20
1,4/10/19,17
1,4/11/19,11
1,4/12/19,16
1,4/13/19,12
1,4/14/19,15
1,4/15/19,16
1,4/16/19,13
1,4/17/19,14
1,4/18/19,17
1,4/19/19,17
1,4/20/19,16
1,4/21/19,10
1,4/22/19,20
1,4/23/19,28
1,4/24/19,17
1,4/25/19,24
1,4/26/19,16
1,4/27/19,11
1,4/28/19,15
1,4/29/19,6
1,4/30/19,33
1,5/1/19,36
1,5/2/19,25
1,5/3/19,36
1,5/4/19,30
1,5/5/19,29
1,5/6/19,24
1,5/7/19,36
1,5/8/19,27
1,5/9/19,19
1,5/10/19,8
1,5/11/19,27
1,5/12/19,10
1,5/13/19,18
1,5/14/19,17
1,5/15/19,22
1,5/16/19,19
1,5/17/19,11
1,5/18/19,11
1,5/19/19,14
1,5/20/19,12
1,5/21/19,12
1,5/22/19,9
1,5/23/19,9
1,5/24/19,14
1,5/25/19,11
1,5/26/19,21
1,5/27/19,19
1,5/28/19,15
1,5/29/19,12
1,5/30/19,18
1,5/31/19,14
1,6/1/19,12
1,6/2/19,29
1,6/3/19,14
1,6/4/19,8
1,6/5/19,14
1,6/6/19,21
1,6/7/19,15
1,6/8/19,14
1,6/9/19,18
1,6/10/19,17
1,6/11/19,8
1,6/12/19,16
1,6/13/19,12
1,6/14/19,9
1,6/15/19,19
1,6/16/19,13
1,6/17/19,13
1,6/18/19,16
1,6/19/19,20
1,6/20/19,24
1,6/21/19,20
1,6/22/19,15
1,6/23/19,23
1,6/24/19,15
1,6/25/19,14
1,6/26/19,22
1,6/27/19,15
1,6/28/19,10
1,6/29/19,16
1,6/30/19,11
2,4/5/19,2
2,4/6/19,0
2,4/7/19,8
2,4/8/19,0
2,4/9/19,7
2,4/10/19,3
2,4/11/19,7
2,4/12/19,2
2,4/13/19,11
2,4/14/19,3
2,4/15/19,8
2,4/16/19,0
2,4/17/19,5
2,4/18/19,2
2,4/19/19,3
2,4/20/19,4
2,4/21/19,2
2,4/22/19,0
2,4/23/19,2
2,4/24/19,3
2,4/25/19,1
2,4/26/19,2
2,4/27/19,5
2,4/28/19,1
2,4/29/19,0
2,4/30/19,7
2,5/1/19,5
2,5/2/19,6
2,5/3/19,2
2,5/4/19,6
2,5/5/19,9
2,5/6/19,1
2,5/7/19,0
2,5/8/19,0
2,5/9/19,4
2,5/10/19,2
2,5/11/19,4
2,5/12/19,1
2,5/13/19,1
2,5/14/19,2
2,5/15/19,1
2,5/16/19,0
2,5/17/19,1
2,5/18/19,2
2,5/19/19,1
2,5/20/19,4
2,5/21/19,2
2,5/22/19,7
2,5/23/19,3
2,5/24/19,6
2,5/25/19,3
2,5/26/19,3
2,5/27/19,1
2,5/28/19,5
2,5/29/19,3
2,5/30/19,0
2,5/31/19,0
2,6/1/19,2
2,6/2/19,0
2,6/3/19,3
2,6/4/19,6
2,6/5/19,6
2,6/6/19,5
2,6/7/19,2
2,6/8/19,5
2,6/9/19,5
2,6/10/19,7
2,6/11/19,2
2,6/12/19,2
2,6/13/19,6
2,6/14/19,3
2,6/15/19,4
2,6/16/19,0
2,6/17/19,3
2,6/18/19,0
2,6/19/19,4
2,6/20/19,2
2,6/21/19,3
2,6/22/19,2
2,6/23/19,5
2,6/24/19,4
2,6/25/19,2
2,6/26/19,1
2,6/27/19,2
2,6/28/19,2
2,6/29/19,1
2,6/30/19,3
3,4/8/19,0
3,4/9/19,5
3,4/10/19,1
3,4/11/19,0
3,4/12/19,2
3,4/13/19,0
3,4/14/19,3
3,4/15/19,1
3,4/16/19,0
3,4/17/19,0
3,4/18/19,1
3,4/19/19,0
3,4/20/19,0
3,4/21/19,0
3,4/22/19,2
3,4/23/19,0
3,4/24/19,0
3,4/25/19,4
3,4/26/19,0
3,4/27/19,0
3,4/28/19,0
3,4/29/19,1
3,4/30/19,0
3,5/1/19,0
3,5/2/19,0
3,5/3/19,0
3,5/4/19,4
3,5/5/19,1
3,5/6/19,4
3,5/7/19,0
3,5/8/19,0
3,5/9/19,1
3,5/10/19,0
3,5/11/19,4
3,5/12/19,2
3,5/13/19,4
3,5/14/19,0
3,5/15/19,0
3,5/16/19,0
3,5/17/19,1
3,5/18/19,0
3,5/19/19,0
3,5/20/19,0
3,5/21/19,5
3,5/22/19,0
3,5/23/19,0
3,5/24/19,0
3,5/25/19,0
3,5/26/19,3
3,5/27/19,3
3,5/28/19,4
3,5/29/19,1
3,5/30/19,1
3,5/31/19,0
3,6/1/19,0
3,6/2/19,0
3,6/3/19,0
3,6/4/19,2
3,6/5/19,0
3,6/6/19,0
3,6/7/19,3
3,6/8/19,0
3,6/9/19,0
3,6/10/19,2
3,6/11/19,1
3,6/12/19,0
3,6/13/19,0
3,6/14/19,0
3,6/15/19,2
3,6/16/19,1
3,6/17/19,0
3,6/18/19,0
3,6/19/19,2
3,6/20/19,2
3,6/21/19,2
3,6/22/19,0
3,6/23/19,2
3,6/24/19,1
3,6/25/19,0
3,6/26/19,2
3,6/27/19,1
3,6/28/19,2
4,4/6/19,1
4,4/7/19,0
4,4/8/19,1
4,4/9/19,0
4,4/10/19,0
4,4/11/19,3
4,4/12/19,3
4,4/13/19,3
4,4/14/19,0
4,4/15/19,4
4,4/16/19,0
4,4/17/19,1
4,4/18/19,0
4,4/19/19,3
4,4/20/19,2
4,4/21/19,1
4,4/22/19,0
4,4/23/19,2
4,4/24/19,0
4,4/25/19,0
4,4/26/19,0
4,4/27/19,0
4,4/28/19,4
4,4/29/19,0
4,4/30/19,0
4,5/1/19,0
4,5/2/19,1
4,5/3/19,0
4,5/4/19,3
4,5/5/19,2
4,5/6/19,3
4,5/7/19,0
4,5/8/19,3
4,5/9/19,0
4,5/10/19,4
4,5/11/19,4
4,5/12/19,2
4,5/13/19,0
4,5/14/19,0
4,5/15/19,3
4,5/16/19,0
4,5/17/19,4
4,5/18/19,3
4,5/19/19,0
4,5/20/19,3
4,5/21/19,2
4,5/22/19,3
4,5/23/19,1
4,5/24/19,0
4,5/25/19,4
4,5/26/19,3
4,5/27/19,0
4,5/28/19,5
4,5/29/19,0
4,5/30/19,0
4,5/31/19,2
4,6/1/19,0
4,6/2/19,0
4,6/3/19,0
4,6/4/19,0
4,6/5/19,0
4,6/6/19,0
4,6/7/19,1
4,6/8/19,2
4,6/9/19,0
4,6/10/19,0
4,6/11/19,0
4,6/12/19,0
4,6/13/19,0
4,6/14/19,1
4,6/15/19,0
4,6/16/19,3
4,6/17/19,3
4,6/18/19,0
4,6/19/19,3
4,6/20/19,4
4,6/21/19,0
4,6/22/19,1
4,6/23/19,0
4,6/24/19,2
4,6/25/19,0
4,6/26/19,3
4,6/27/19,0
4,6/28/19,0
4,6/29/19,1
5,6/1/18,7
5,6/2/18,36
5,6/3/18,11
5,6/4/18,3
5,6/5/18,1
5,6/6/18,4
5,6/7/18,6
5,6/8/18,2
5,6/9/18,6
5,6/10/18,9
5,6/11/18,1
5,6/12/18,6
5,6/13/18,4
5,6/14/18,5
5,6/15/18,2
5,6/16/18,8
5,6/17/18,6
5,6/18/18,2
5,6/19/18,3
5,6/20/18,4
5,6/21/18,9
5,6/22/18,1
5,6/23/18,2
5,6/24/18,8
5,6/25/18,0
5,6/26/18,6
5,6/27/18,1
5,6/28/18,1
5,6/29/18,7
5,6/30/18,4
5,7/1/18,3
5,7/2/18,2
5,7/3/18,1
5,7/4/18,1
5,7/5/18,5
5,7/6/18,6
5,7/7/18,0
5,7/8/18,3
5,7/9/18,3
5,7/10/18,2
5,7/11/18,7
5,7/12/18,0
5,7/13/18,2
5,7/14/18,7
5,7/15/18,8
5,7/16/18,1
5,7/17/18,2
5,7/18/18,3
5,7/19/18,3
5,7/20/18,3
5,7/21/18,0
5,7/22/18,6
5,7/23/18,0
5,7/24/18,7
5,7/25/18,9
5,7/26/18,6
5,7/27/18,3
5,7/28/18,11
5,7/29/18,4
5,7/30/18,4
5,7/31/18,5
5,8/1/18,6
5,8/2/18,2
5,8/3/18,13
5,8/4/18,11
5,8/5/18,14
5,8/6/18,7
5,8/7/18,6
5,8/8/18,8
5,8/9/18,6
5,8/10/18,4
5,8/11/18,12
5,8/12/18,9
5,8/13/18,8
5,8/14/18,5
5,8/15/18,5
5,8/16/18,9
5,8/17/18,10
5,8/18/18,6
5,8/19/18,9
5,8/20/18,9
5,8/21/18,42
5,8/22/18,17
5,8/23/18,12
5,8/24/18,9
5,8/25/18,5
5,8/26/18,3
5,8/27/18,13
5,8/28/18,13
5,8/29/18,10
5,8/30/18,6
5,8/31/18,5
5,9/1/18,4
5,9/2/18,3
5,9/3/18,8
5,9/4/18,9
5,9/5/18,4
5,9/6/18,5
5,9/7/18,9
5,9/8/18,8
5,9/9/18,11
5,9/10/18,1
5,9/11/18,12
5,9/12/18,8
5,9/13/18,7
5,9/14/18,4
5,9/15/18,7
5,9/16/18,7
5,9/17/18,5
5,9/18/18,0
5,9/19/18,6
5,9/20/18,0
5,9/21/18,5
5,9/22/18,0
5,9/23/18,1
5,9/24/18,0
5,9/25/18,4
5,9/26/18,0
5,9/27/18,0
5,9/28/18,1
5,9/29/18,0
5,9/30/18,3
5,10/1/18,4
5,10/2/18,1
5,10/3/18,6
5,10/4/18,0
5,10/5/18,7
5,10/6/18,1
5,10/7/18,2
5,10/8/18,7
5,10/9/18,0
5,10/10/18,5
5,10/11/18,2
5,10/12/18,0
5,10/13/18,1
5,10/14/18,1
5,10/15/18,2
5,10/16/18,0
5,10/17/18,2
5,10/18/18,3
5,10/19/18,7
5,10/20/18,1
5,10/21/18,6
5,10/22/18,2
5,10/23/18,2
5,10/24/18,3
5,10/25/18,0
5,10/26/18,0
5,10/27/18,2
5,10/28/18,3
5,10/29/18,6
5,10/30/18,2
5,10/31/18,0
5,11/1/18,4
5,11/2/18,1
5,11/3/18,5
5,11/4/18,1
5,11/5/18,0
5,11/6/18,4
5,11/7/18,5
5,11/8/18,1
5,11/9/18,1
5,11/10/18,4
5,11/11/18,0
5,11/12/18,4
5,11/13/18,2
5,11/14/18,0
5,11/15/18,0
5,11/16/18,0
5,11/17/18,1
5,11/18/18,4
5,11/19/18,3
5,11/20/18,4
5,11/21/18,3
5,11/22/18,0
5,11/23/18,3
5,11/24/18,0
5,11/25/18,1
5,11/26/18,2
5,11/27/18,0
5,11/28/18,8
5,11/29/18,6
5,11/30/18,3
5,12/1/18,1
5,12/2/18,3
5,12/3/18,4
5,12/4/18,2
5,12/5/18,1
5,12/6/18,5
5,12/7/18,0
5,12/8/18,1
5,12/9/18,5
5,12/10/18,2
5,12/11/18,2
5,12/12/18,0
5,12/13/18,0
5,12/14/18,1
5,12/15/18,1
5,12/16/18,0
5,12/17/18,0
5,12/18/18,2
5,12/19/18,7
5,12/20/18,2
5,12/21/18,1
5,12/22/18,4
5,12/23/18,3
5,12/24/18,0
5,12/25/18,0
5,12/26/18,1
5,12/27/18,2
5,12/28/18,3
5,12/29/18,5
5,12/30/18,1
5,12/31/18,1
5,1/1/19,0
5,1/2/19,3
5,1/3/19,0
5,1/4/19,7
5,1/5/19,1
5,1/6/19,2
5,1/7/19,1
5,1/8/19,3
5,1/9/19,2
5,1/10/19,1
5,1/11/19,0
5,1/12/19,2
5,1/13/19,4
5,1/14/19,0
5,1/15/2019/,0
5,1/16/19,1
5,1/17/19,0
5,1/18/19,0
5,1/19/19,4
5,1/20/19,0
5,1/21/19,0
5,1/22/19,1
5,1/23/19,1
5,1/24/19,3
5,1/25/19,4
5,1/26/19,1
5,1/27/19,5
5,1/28/19,0
5,1/29/19,4
5,1/30/19,6
5,1/31/19,1
5,2/1/19,3
5,2/2/19,3
5,2/3/19,0
5,2/4/19,2
5,2/5/19,1
5,2/6/19,1
5,2/7/19,6
5,2/8/19,5
5,2/9/19,6
5,2/10/19,5
5,2/11/19,7
5,2/12/19,3
5,2/13/19,3
5,2/14/19,6
5,2/15/19,1
5,2/16/19,1
5,2/17/19,6
5,2/18/19,4
5,2/19/19,6
5,2/20/19,3
5,2/21/19,2
5,2/22/19,0
5,2/23/19,1
5,2/24/19,2
5,2/25/19,0
5,2/26/19,2
5,2/27/19,3
5,2/28/19,2
5,3/1/19,0
5,3/2/19,3
5,3/3/19,1
5,3/4/19,6
5,3/5/19,2
5,3/6/19,2
5,3/7/19,0
5,3/8/19,1
5,3/9/19,4
5,3/10/19,4
5,3/11/19,0
5,3/12/19,1
5,3/13/19,3
5,3/14/19,0
5,3/15/19,1
5,3/16/19,0
5,3/17/19,7
5,3/18/19,0
5,3/19/19,0
5,3/20/19,0
5,3/21/19,5
5,3/22/19,2
5,3/23/19,2
5,3/24/19,0
5,3/25/19,3
5,3/26/19,3
5,3/27/19,2
5,3/28/19,2
5,3/29/19,1
5,3/30/19,4
5,3/31/19,0
5,4/1/19,7
5,4/2/19,4
5,4/3/19,2
5,4/4/19,0
5,4/5/19,5
5,4/6/19,0
5,4/7/19,2
5,4/8/19,1
5,4/9/19,2
5,4/10/19,3
5,4/11/19,3
5,4/12/19,1
5,4/13/19,3
5,4/14/19,3
5,4/15/19,4
5,4/16/19,5
5,4/17/19,3
5,4/18/19,3
5,4/19/19,0
5,4/20/19,5
5,4/21/19,4
5,4/22/19,8
5,4/23/19,9
5,4/24/19,1
5,4/25/19,6
5,4/26/19,4
5,4/27/19,3
5,4/28/19,4
5,4/29/19,2
5,4/30/19,4
5,5/1/19,8
5,5/2/19,6
5,5/3/19,10
5,5/4/19,5
5,5/5/19,9
5,5/6/19,4
5,5/7/19,9
5,5/8/19,8
5,5/9/19,5
5,5/10/19,5
5,5/11/19,6
5,5/12/19,1
5,5/13/19,0
5,5/14/19,3
5,5/15/19,3
5,5/16/19,3
5,5/17/19,1
5,5/18/19,4
5,5/19/19,2
5,5/20/19,5
5,5/21/19,0
5,5/22/19,4
5,5/23/19,4
5,5/24/19,6
5,5/25/19,4
5,5/26/19,11
5,5/27/19,1
5,5/28/19,5
5,5/29/19,10
5,5/30/19,6
5,5/31/19,12
5,6/1/19,2
5,6/2/19,12
5,6/3/19,5
5,6/4/19,2
5,6/5/19,5
5,6/6/19,10
5,6/7/19,6
5,6/8/19,2
5,6/9/19,6
5,6/10/19,4
5,6/11/19,5
5,6/12/19,1
5,6/13/19,6
5,6/14/19,0
5,6/15/19,8
5,6/16/19,1
5,6/17/19,4
5,6/18/19,5
5,6/19/19,6
5,6/20/19,7
5,6/21/19,4
5,6/22/19,2
5,6/23/19,1
5,6/24/19,5
5,6/25/19,0
5,6/26/19,8
5,6/27/19,3
5,6/28/19,3
5,6/29/19,5
5,6/30/19,5
6,4/20/18,17
6,4/21/18,74
6,4/22/18,78
6,4/23/18,67
6,4/24/18,63
6,4/25/18,52
6,4/26/18,56
6,4/27/18,55
6,4/28/18,35
6,4/29/18,47
6,4/30/18,45
6,5/1/18,48
6,5/2/18,45
6,5/3/18,34
6,5/4/18,40
6,5/5/18,47
6,5/6/18,58
6,5/7/18,45
6,5/8/18,45
6,5/9/18,40
6,5/10/18,39
6,5/11/18,35
6,5/12/18,24
6,5/13/18,39
6,5/14/18,40
6,5/15/18,40
6,5/16/18,40
6,5/17/18,41
6,5/18/18,38
6,5/19/18,39
6,5/20/18,57
6,5/21/18,42
6,5/22/18,45
6,5/23/18,34
6,5/24/18,33
6,5/25/18,40
6,5/26/18,26
6,5/27/18,32
6,5/28/18,41
6,5/29/18,31
6,5/30/18,27
6,5/31/18,34
6,6/1/18,27
6,6/2/18,21
6,6/3/18,5
6,6/4/18,5
6,6/5/18,2
6,6/6/18,3
6,6/7/18,1
6,6/8/18,0
6,6/9/18,4
6,6/10/18,2
6,6/11/18,3
6,6/12/18,2
6,6/13/18,1
6,6/14/18,3
6,6/15/18,4
6,6/16/18,3
6,6/17/18,1
6,6/18/18,1
6,6/19/18,4
6,6/20/18,2
6,6/21/18,0
6,6/22/18,3
6,6/23/18,2
6,6/24/18,1
6,6/25/18,1
6,6/26/18,1
6,6/27/18,1
6,6/28/18,1
