title_id,quarter_start_date,first_day_in_KU,last_day_in_KU,avg_units_sold_in_preceding_90_days,active_in_prime_reading,genre
25,4/1/19,4/1/19,6/30/19,0.4,1,kids
26,4/1/19,4/1/19,6/30/19,1.377777778,0,kids
27,4/1/19,4/1/19,6/30/19,4.366666667,1,kids
28,4/1/19,4/1/19,6/30/19,0.7,0,nonfiction
29,4/1/19,4/1/19,6/30/19,0.155555556,0,nonfiction
30,4/1/19,4/1/19,6/30/19,1.5,0,other fiction
31,4/1/19,4/1/19,6/30/19,5.655555556,0,other fiction
32,4/1/19,4/1/19,6/30/19,1.488888889,0,mystery
33,4/1/19,5/1/19,6/30/19,0.255555556,0,nonfiction
34,4/1/18,4/1/18,6/30/19,4.522222222,0,mystery
34,7/1/18,4/1/18,6/30/19,4.066666667,0,mystery
34,10/1/18,4/1/18,6/30/19,3.622222222,0,mystery
34,1/1/19,4/1/18,6/30/19,2.933333333,0,mystery
34,4/1/19,4/1/18,6/30/19,2.644444444,1,mystery
35,1/1/19,1/1/19,6/30/19,0.044444444,0,nonfiction
35,4/1/19,1/1/19,6/30/19,0.066666667,0,nonfiction
36,4/1/19,4/1/19,6/30/19,0.555555556,0,other fiction
37,4/1/19,4/1/19,6/30/19,0.544444444,1,kids
38,4/1/19,4/1/19,6/30/19,0.333333333,0,kids
39,4/1/19,4/1/19,6/30/19,1.344444444,1,nonfiction
40,4/1/18,4/1/18,6/30/19,2.777777778,0,nonfiction
40,7/1/18,4/1/18,6/30/19,1.466666667,1,nonfiction
40,10/1/18,4/1/18,6/30/19,1.2,1,nonfiction
40,1/1/19,4/1/18,6/30/19,1.411111111,1,nonfiction
40,4/1/19,4/1/18,6/30/19,1.039473684,1,nonfiction
41,4/1/18,4/1/18,6/30/19,1.288888889,0,nonfiction
41,7/1/18,4/1/18,6/30/19,1.823529412,1,nonfiction
41,10/1/18,4/1/18,6/30/19,0.7,1,nonfiction
41,1/1/19,4/1/18,6/30/19,0.644444444,1,nonfiction
41,4/1/19,4/1/18,6/30/19,1.066666667,1,nonfiction
42,4/1/19,2/1/19,6/30/19,0.1,0,nonfiction
43,4/1/19,4/1/19,6/30/19,0.233333333,1,nonfiction
44,4/1/19,4/1/19,6/30/19,0.244444444,0,nonfiction
45,4/1/19,4/1/19,6/30/19,2.977777778,0,kids
46,1/1/19,1/1/19,6/30/19,3.033333333,1,other fiction
46,4/1/19,1/1/19,6/30/19,2.277777778,1,other fiction
47,4/1/18,4/1/18,6/30/19,1.3,1,nonfiction
47,7/1/18,4/1/18,6/30/19,3.240963855,1,nonfiction
47,10/1/18,4/1/18,6/30/19,1.255555556,1,nonfiction
47,1/1/19,4/1/18,6/30/19,0.911111111,1,nonfiction
47,4/1/19,4/1/18,6/30/19,0.722222222,1,nonfiction
48,4/1/19,4/1/19,6/30/19,0.6,0,other fiction
49,4/1/19,4/1/19,6/30/19,0.288888889,0,nonfiction
50,4/1/19,4/1/19,6/30/19,0.1,0,other fiction
51,4/1/19,4/1/19,6/30/19,0.177777778,0,nonfiction
52,4/1/18,4/1/18,6/30/19,2.533333333,0,other fiction
52,7/1/18,4/1/18,6/30/19,1.322222222,0,other fiction
52,10/1/18,4/1/18,6/30/19,2.944444444,0,other fiction
52,1/1/19,4/1/18,6/30/19,1.255555556,1,other fiction
52,4/1/19,4/1/18,6/30/19,1.055555556,1,other fiction
53,4/1/19,4/1/19,6/30/19,5.133333333,0,mystery
54,4/1/18,4/20/18,12/31/18,1.8,0,other fiction
55,4/1/18,6/2/18,12/31/18,8.266666667,0,other fiction
56,4/1/18,4/21/18,8/31/18,1.633333333,0,other fiction
57,4/1/18,4/21/18,8/31/18,1.811111111,0,other fiction
58,4/1/18,4/21/18,9/30/18,0.4,0,other fiction
59,4/1/18,4/27/18,9/30/18,0.388888889,0,other fiction
60,4/1/18,4/20/18,12/31/18,1.977777778,0,kids
61,4/1/18,4/20/18,9/30/18,2.633333333,0,other fiction
62,4/1/18,4/21/18,9/30/18,0.2,0,kids
63,4/1/18,4/21/18,9/30/18,1.011111111,0,kids
64,4/1/18,6/1/18,9/30/18,0.655555556,0,other fiction
65,4/1/18,4/20/18,12/31/18,0.944444444,0,other fiction
66,4/1/18,4/21/18,8/31/18,3.833333333,0,other fiction
67,4/1/18,4/20/18,12/31/18,1.722222222,0,other fiction
68,4/1/18,4/22/18,8/31/18,3.877777778,0,other fiction
69,4/1/18,4/21/18,9/30/18,1.222222222,0,kids
70,4/1/18,4/21/18,12/31/18,2.144444444,0,kids
71,1/1/19,1/5/19,6/30/19,0.188888889,0,other fiction
71,4/1/19,1/5/19,6/30/19,0.122222222,0,other fiction
72,4/1/19,4/5/19,6/30/19,2.055555556,0,mystery
73,4/1/19,4/5/19,6/30/19,3.633333333,0,other fiction
74,4/1/19,4/6/19,6/30/19,2.133333333,0,mystery
75,4/1/19,4/5/19,6/30/19,1.922222222,0,mystery
76,4/1/19,4/5/19,6/30/19,2.477777778,0,mystery
77,4/1/19,4/5/19,6/30/19,2.955555556,0,mystery
78,4/1/19,4/5/19,6/30/19,2.044444444,0,mystery
79,4/1/19,4/5/19,6/30/19,3.711111111,0,other fiction
80,4/1/19,4/5/19,6/30/19,1.355555556,0,mystery
81,4/1/19,4/5/19,6/30/19,2.822222222,0,mystery
82,4/1/19,4/5/19,6/30/19,4.422222222,1,other fiction
83,4/1/19,4/5/19,6/30/19,3.322222222,0,mystery
84,4/1/19,4/5/19,6/30/19,4.322222222,1,mystery
85,4/1/19,4/7/19,6/30/19,0.488888889,0,nonfiction
86,4/1/19,4/5/19,6/30/19,1.488888889,0,nonfiction
87,4/1/19,4/5/19,6/30/19,0.422222222,0,nonfiction
88,4/1/19,4/8/19,6/30/19,0.255555556,0,nonfiction
89,4/1/19,4/9/19,6/30/19,0.055555556,0,nonfiction
90,4/1/19,4/11/19,6/30/19,0.455555556,0,nonfiction
91,4/1/19,4/5/19,6/30/19,1.333333333,0,nonfiction
92,4/1/19,4/6/19,6/30/19,1.011111111,0,other fiction
93,4/1/19,4/8/19,6/30/19,0.122222222,1,nonfiction
94,4/1/19,4/7/19,6/30/19,0.555555556,1,nonfiction
95,4/1/19,4/5/19,6/30/19,0.833333333,0,other fiction
96,1/1/19,1/2/19,6/30/19,1.9,0,nonfiction
96,4/1/19,1/2/19,6/30/19,2.177777778,0,nonfiction
97,4/1/19,4/5/19,6/30/19,2.067567568,1,kids
98,4/1/18,4/20/18,6/30/19,0.988888889,0,nonfiction
98,7/1/18,4/20/18,6/30/19,0.688888889,0,nonfiction
98,10/1/18,4/20/18,6/30/19,3.796296296,0,nonfiction
98,1/1/19,4/20/18,6/30/19,0.955555556,1,nonfiction
98,4/1/19,4/20/18,6/30/19,0.655555556,1,nonfiction
99,4/1/19,4/5/19,6/30/19,2.822222222,0,mystery
100,4/1/18,4/20/18,6/30/19,2.388888889,1,nonfiction
100,7/1/18,4/20/18,6/30/19,25.8,1,nonfiction
100,10/1/18,4/20/18,6/30/19,7.8,1,nonfiction
100,1/1/19,4/20/18,6/30/19,5.611111111,1,nonfiction
100,4/1/19,4/20/18,6/30/19,8.887640449,1,nonfiction
101,4/1/19,4/8/19,6/30/19,0.16,0,other fiction
102,4/1/19,4/6/19,6/30/19,0.744444444,0,nonfiction
103,4/1/19,4/5/19,6/30/19,0.222222222,1,nonfiction
104,4/1/19,4/6/19,6/30/19,0.622222222,0,nonfiction
105,1/1/19,1/2/19,6/30/19,1.5,1,nonfiction
105,4/1/19,1/2/19,6/30/19,2.311111111,1,nonfiction
106,4/1/18,4/20/18,6/30/19,1.111111111,0,nonfiction
106,7/1/18,4/20/18,6/30/19,0.9,1,nonfiction
106,10/1/18,4/20/18,6/30/19,2.225352113,1,nonfiction
106,1/1/19,4/20/18,6/30/19,1.355555556,1,nonfiction
106,4/1/19,4/20/18,6/30/19,0.8,1,nonfiction
107,4/1/19,4/12/19,6/30/19,0.044444444,0,other fiction
108,4/1/19,4/5/19,6/30/19,1.534482759,0,mystery
109,4/1/19,4/5/19,6/30/19,0.211111111,1,nonfiction
110,4/1/19,4/6/19,6/30/19,0.433333333,0,other fiction
111,4/1/19,4/6/19,6/30/19,0.655555556,0,nonfiction
112,4/1/19,4/8/19,6/30/19,0.255555556,0,other fiction
113,4/1/19,4/5/19,6/30/19,0.433333333,0,nonfiction
114,4/1/19,4/5/19,6/30/19,0.566666667,0,nonfiction
115,4/1/19,4/5/19,6/30/19,0.211111111,1,kids
116,4/1/19,4/9/19,6/30/19,0.122222222,1,kids
117,4/1/19,4/10/19,6/30/19,0.211111111,1,kids
118,10/1/18,10/2/18,6/30/19,2.555555556,1,kids
118,1/1/19,10/2/18,6/30/19,4.131578947,1,kids
118,4/1/19,10/2/18,6/30/19,9.382022472,1,kids
119,4/1/19,4/9/19,6/30/19,0.233333333,1,kids
120,10/1/18,12/14/18,6/30/19,0.555555556,1,kids
120,1/1/19,12/14/18,6/30/19,0.833333333,1,kids
120,4/1/19,12/14/18,6/30/19,1.277777778,1,kids
121,4/1/19,4/5/19,6/30/19,0.133333333,1,kids
122,4/1/19,4/9/19,6/30/19,0.255555556,1,kids
123,4/1/18,6/2/18,6/30/19,1.766666667,1,kids
123,7/1/18,6/2/18,6/30/19,1.9,1,kids
123,10/1/18,6/2/18,6/30/19,0.888888889,1,kids
123,1/1/19,6/2/18,6/30/19,1.011111111,1,kids
123,4/1/19,6/2/18,6/30/19,1.322222222,1,kids
124,10/1/18,10/3/18,6/30/19,3.566666667,0,kids
124,1/1/19,10/3/18,6/30/19,2.988888889,1,kids
124,4/1/19,10/3/18,6/30/19,3.722222222,1,kids
125,4/1/19,4/5/19,6/30/19,0.073529412,1,kids
126,4/1/19,4/5/19,6/30/19,0.366666667,0,kids
127,4/1/18,4/20/18,6/30/19,0.233333333,0,kids
127,7/1/18,4/20/18,6/30/19,0.1,1,kids
127,10/1/18,4/20/18,6/30/19,0.277777778,1,kids
127,1/1/19,4/20/18,6/30/19,0.3,1,kids
127,4/1/19,4/20/18,6/30/19,0.344444444,1,kids
128,4/1/19,4/5/19,6/30/19,0.222222222,1,kids
129,4/1/19,4/5/19,6/30/19,0.555555556,0,kids
130,4/1/19,4/6/19,6/30/19,0.122222222,0,kids
131,4/1/19,4/6/19,6/30/19,2.366666667,0,other fiction
132,4/1/19,4/5/19,6/30/19,0.811111111,0,nonfiction
133,4/1/18,4/20/18,6/30/19,0.922222222,1,nonfiction
133,7/1/18,4/20/18,6/30/19,0.966666667,1,nonfiction
133,10/1/18,4/20/18,6/30/19,0.3,1,nonfiction
133,1/1/19,4/20/18,6/30/19,0.255555556,1,nonfiction
133,4/1/19,4/20/18,6/30/19,0.388888889,1,nonfiction
134,4/1/19,4/6/19,6/30/19,3.2,0,mystery
135,4/1/19,4/5/19,6/30/19,0.722222222,0,nonfiction
136,4/1/19,4/5/19,6/30/19,0.488888889,0,nonfiction
137,7/1/18,9/30/18,6/30/19,23.04444444,1,nonfiction
137,10/1/18,9/30/18,6/30/19,24,1,nonfiction
137,1/1/19,9/30/18,6/30/19,13.8,1,nonfiction
137,4/1/19,9/30/18,6/30/19,12.37777778,1,nonfiction
138,4/1/19,4/5/19,6/30/19,3.355555556,1,mystery
139,4/1/19,4/5/19,6/30/19,2.633333333,0,mystery
140,4/1/19,4/5/19,6/30/19,1.322222222,0,mystery
141,4/1/18,4/20/18,6/30/19,2.511111111,1,nonfiction
141,7/1/18,4/20/18,6/30/19,2.833333333,1,nonfiction
141,10/1/18,4/20/18,6/30/19,1.22972973,1,nonfiction
141,1/1/19,4/20/18,6/30/19,1.942857143,1,nonfiction
141,4/1/19,4/20/18,6/30/19,0.811111111,1,nonfiction
142,4/1/19,4/5/19,6/30/19,0.411111111,0,nonfiction
143,4/1/18,4/20/18,6/30/19,0.794871795,1,nonfiction
143,7/1/18,4/20/18,6/30/19,1.122222222,1,nonfiction
143,10/1/18,4/20/18,6/30/19,0.422222222,1,nonfiction
143,1/1/19,4/20/18,6/30/19,0.6,1,nonfiction
143,4/1/19,4/20/18,6/30/19,1.579710145,1,nonfiction
144,4/1/19,4/5/19,6/30/19,2.066666667,0,mystery
145,4/1/19,4/5/19,6/30/19,4.222222222,0,mystery
146,4/1/18,4/20/18,6/30/19,1.466666667,1,nonfiction
146,7/1/18,4/20/18,6/30/19,3.6,1,nonfiction
146,10/1/18,4/20/18,6/30/19,1.944444444,1,nonfiction
146,1/1/19,4/20/18,6/30/19,1.688888889,1,nonfiction
146,4/1/19,4/20/18,6/30/19,0.9,1,nonfiction
147,4/1/19,4/6/19,6/30/19,0.177777778,0,nonfiction
148,4/1/19,4/5/19,6/30/19,3.266666667,0,mystery
149,4/1/19,4/7/19,6/30/19,0.555555556,0,nonfiction
150,4/1/19,4/5/19,6/30/19,0.566666667,0,nonfiction
151,4/1/19,4/16/19,6/30/19,0.411111111,0,other fiction
152,4/1/18,6/1/18,6/30/19,2.433333333,1,nonfiction
152,7/1/18,6/1/18,6/30/19,1.611111111,1,nonfiction
152,10/1/18,6/1/18,6/30/19,2.946666667,1,nonfiction
152,1/1/19,6/1/18,6/30/19,4.277777778,1,nonfiction
152,4/1/19,6/1/18,6/30/19,2.355555556,1,nonfiction
153,4/1/19,4/5/19,6/30/19,1.855555556,0,mystery
154,4/1/18,4/20/18,6/30/19,0.822222222,1,nonfiction
154,7/1/18,4/20/18,6/30/19,4.722222222,1,nonfiction
154,10/1/18,4/20/18,6/30/19,1.122222222,1,nonfiction
154,1/1/19,4/20/18,6/30/19,0.8,1,nonfiction
154,4/1/19,4/20/18,6/30/19,0.566666667,1,nonfiction
155,4/1/19,4/6/19,6/30/19,0.911111111,0,mystery
156,4/1/19,4/5/19,6/30/19,2.588888889,0,mystery
157,4/1/19,4/5/19,6/30/19,2,0,mystery
158,4/1/18,6/1/18,6/30/19,0.988888889,1,kids
158,7/1/18,6/1/18,6/30/19,1.722222222,1,kids
158,10/1/18,6/1/18,6/30/19,9.177777778,1,kids
158,1/1/19,6/1/18,6/30/19,44.17777778,1,kids
158,4/1/19,6/1/18,6/30/19,27.01111111,1,kids
159,10/1/18,12/14/18,6/30/19,1.444444444,1,kids
159,1/1/19,12/14/18,6/30/19,2.233333333,1,kids
159,4/1/19,12/14/18,6/30/19,2.9,1,kids
160,4/1/19,4/6/19,6/30/19,0.544444444,0,kids
161,4/1/19,4/5/19,6/30/19,0.611111111,0,nonfiction
162,4/1/19,4/7/19,6/30/19,0.466666667,0,nonfiction
163,4/1/19,4/7/19,6/30/19,0.544444444,0,nonfiction
164,4/1/18,4/20/18,6/30/19,1.188888889,0,nonfiction
164,7/1/18,4/20/18,6/30/19,0.657142857,1,nonfiction
164,10/1/18,4/20/18,6/30/19,1.144927536,1,nonfiction
164,1/1/19,4/20/18,6/30/19,0.92,1,nonfiction
164,4/1/19,4/20/18,6/30/19,5.217391304,1,nonfiction
165,1/1/19,1/2/19,6/30/19,1.055555556,1,nonfiction
165,4/1/19,1/2/19,6/30/19,2.253333333,1,nonfiction
166,4/1/18,4/21/18,6/30/19,1.5,0,nonfiction
166,7/1/18,4/21/18,6/30/19,0.622222222,1,nonfiction
166,10/1/18,4/21/18,6/30/19,1.01754386,1,nonfiction
166,1/1/19,4/21/18,6/30/19,1.155555556,1,nonfiction
166,4/1/19,4/21/18,6/30/19,0.911111111,1,nonfiction
167,1/1/19,1/4/19,6/30/19,0.733333333,1,nonfiction
167,4/1/19,1/4/19,6/30/19,0.96,1,nonfiction
168,4/1/19,4/6/19,6/30/19,0.233333333,0,nonfiction
169,1/1/19,1/2/19,6/30/19,1.647727273,0,nonfiction
169,4/1/19,1/2/19,6/30/19,9.428571429,0,nonfiction
170,4/1/18,6/1/18,6/30/19,1.08,1,nonfiction
170,7/1/18,6/1/18,6/30/19,3.2,1,nonfiction
170,10/1/18,6/1/18,6/30/19,2.026666667,1,nonfiction
170,1/1/19,6/1/18,6/30/19,1.233333333,1,nonfiction
170,4/1/19,6/1/18,6/30/19,1.155555556,1,nonfiction
171,4/1/19,4/7/19,6/30/19,0.533333333,1,nonfiction
172,4/1/19,4/5/19,6/30/19,2.144444444,1,mystery
173,4/1/19,4/5/19,6/30/19,2.866666667,0,mystery
174,4/1/19,4/7/19,6/30/19,1.977777778,0,other fiction
175,4/1/19,4/6/19,6/30/19,1.366666667,0,mystery
176,4/1/19,4/6/19,6/30/19,1.077777778,0,nonfiction
177,4/1/19,4/5/19,6/30/19,0.733333333,0,nonfiction
178,4/1/19,4/6/19,6/30/19,2.011111111,1,other fiction
179,4/1/18,4/20/18,6/30/19,0.988888889,1,nonfiction
179,7/1/18,4/20/18,6/30/19,2.8,1,nonfiction
179,10/1/18,4/20/18,6/30/19,2.122222222,1,nonfiction
179,1/1/19,4/20/18,6/30/19,2.266666667,1,nonfiction
179,4/1/19,4/20/18,6/30/19,3.890243902,1,nonfiction
180,4/1/19,4/5/19,6/30/19,0.677777778,0,other fiction
181,4/1/19,4/5/19,6/30/19,2.988888889,1,mystery
182,4/1/18,4/20/18,6/30/19,0.236842105,1,nonfiction
182,7/1/18,4/20/18,6/30/19,3.044444444,1,nonfiction
182,10/1/18,4/20/18,6/30/19,0.988888889,1,nonfiction
182,1/1/19,4/20/18,6/30/19,0.766666667,1,nonfiction
182,4/1/19,4/20/18,6/30/19,0.344444444,1,nonfiction
183,4/1/19,4/5/19,6/30/19,0.133333333,0,nonfiction
184,4/1/19,4/8/19,6/30/19,0.611111111,0,other fiction
185,4/1/19,4/5/19,6/30/19,0.677777778,0,nonfiction
186,4/1/19,4/5/19,6/30/19,2.022222222,0,mystery
187,4/1/19,4/5/19,6/30/19,3.055555556,0,other fiction
188,4/1/19,4/5/19,6/30/19,1.137931034,0,mystery
189,4/1/19,4/5/19,6/30/19,0.844444444,0,nonfiction
190,4/1/19,4/5/19,6/30/19,0.4,1,nonfiction
191,4/1/19,4/5/19,6/30/19,0.555555556,0,nonfiction
192,4/1/18,4/20/18,6/30/19,1.911111111,0,nonfiction
192,7/1/18,4/20/18,6/30/19,2.037037037,1,nonfiction
192,10/1/18,4/20/18,6/30/19,0.888888889,1,nonfiction
192,1/1/19,4/20/18,6/30/19,0.7,1,nonfiction
192,4/1/19,4/20/18,6/30/19,1.022222222,1,nonfiction
193,4/1/19,4/5/19,6/30/19,0.188888889,1,nonfiction
194,4/1/19,4/23/19,6/30/19,0.044444444,1,nonfiction
195,4/1/19,4/5/19,6/30/19,1.988888889,1,nonfiction
196,4/1/18,4/20/18,6/30/19,4.011111111,0,mystery
196,7/1/18,4/20/18,6/30/19,5.255555556,0,mystery
196,10/1/18,4/20/18,6/30/19,6.188888889,0,mystery
196,1/1/19,4/20/18,6/30/19,4.037037037,1,mystery
196,4/1/19,4/20/18,6/30/19,3.277777778,1,mystery
197,4/1/19,4/8/19,6/30/19,0.277777778,0,other fiction
198,4/1/19,4/6/19,6/30/19,0.277777778,0,nonfiction
199,4/1/19,4/5/19,6/30/19,1.344444444,0,nonfiction
200,4/1/19,4/5/19,6/30/19,0.746666667,0,other fiction
200,4/1/19,4/5/19,6/30/19,0.746666667,0,other fiction
201,7/1/18,7/16/18,6/30/19,6.101123596,1,other fiction
201,10/1/18,7/16/18,6/30/19,2.955555556,1,other fiction
201,1/1/19,7/16/18,6/30/19,1.522222222,1,other fiction
201,4/1/19,7/16/18,6/30/19,1.644444444,1,other fiction
202,4/1/18,4/20/18,12/31/18,4.455555556,0,other fiction
202,7/1/18,4/20/18,12/31/18,2.733333333,0,other fiction
202,10/1/18,4/20/18,12/31/18,2.744444444,0,other fiction
203,7/1/18,7/16/18,6/30/19,3.211111111,0,other fiction
203,10/1/18,7/16/18,6/30/19,3.611111111,0,other fiction
203,1/1/19,7/16/18,6/30/19,1.622222222,1,other fiction
203,4/1/19,7/16/18,6/30/19,1.255555556,1,other fiction
204,10/1/18,10/2/18,4/30/19,14.37078652,1,kids
204,1/1/19,10/2/18,4/30/19,5.822222222,1,kids
204,4/1/19,10/2/18,4/30/19,4.233333333,1,kids
206,11/1/18,11/1/18,4/30/19,11.35555556,1,other fiction
207,7/1/18,9/30/18,11/30/18,28.16666667,1,other fiction
208,4/1/18,4/20/18,4/30/19,1.25974026,0,nonfiction
208,7/1/18,4/20/18,4/30/19,0.866666667,1,nonfiction
208,10/1/18,4/20/18,4/30/19,1.188888889,1,nonfiction
208,1/1/19,4/20/18,4/30/19,2.077777778,1,nonfiction
209,7/1/18,9/30/18,11/30/18,20.24444444,1,nonfiction
210,1/1/19,1/2/19,6/30/19,1.922222222,0,mystery
210,4/1/19,1/2/19,6/30/19,1.188888889,0,mystery
211,10/1/18,10/1/18,11/30/18,7.655555556,1,nonfiction
212,4/1/18,4/20/18,8/31/18,5.341176471,0,other fiction
212,7/1/18,4/20/18,8/31/18,3.033333333,0,other fiction
213,4/1/18,6/2/18,9/30/18,0.477777778,0,nonfiction
213,7/1/18,6/2/18,9/30/18,0.431034483,0,nonfiction
214,1/1/19,3/1/19,5/31/19,3.177777778,1,nonfiction
215,4/1/18,4/21/18,12/31/18,1.9,0,other fiction
215,7/1/18,4/21/18,12/31/18,13.46666667,1,other fiction
215,10/1/18,4/21/18,12/31/18,3.511111111,1,other fiction
216,4/1/19,5/17/19,6/30/19,1.511111111,1,mystery
217,4/1/18,4/20/18,8/31/18,1.765957447,0,nonfiction
217,7/1/18,4/20/18,8/31/18,1.2,0,nonfiction
218,4/1/19,5/17/19,6/30/19,10.26666667,1,nonfiction
219,4/1/18,4/20/18,12/31/18,1.066666667,0,nonfiction
219,7/1/18,4/20/18,12/31/18,0.971428571,0,nonfiction
219,10/1/18,4/20/18,12/31/18,1.887323944,0,nonfiction
220,1/1/19,1/2/19,4/30/19,3.777777778,0,mystery
220,4/1/19,1/2/19,4/30/19,3.122222222,0,mystery
221,4/1/18,6/1/18,6/30/19,2.122222222,0,mystery
221,7/1/18,6/1/18,6/30/19,1.444444444,0,mystery
221,10/1/18,6/1/18,6/30/19,0.933333333,0,mystery
221,1/1/19,6/1/18,6/30/19,1.422222222,0,mystery
221,4/1/19,6/1/18,6/30/19,1.666666667,0,mystery
222,4/1/18,4/20/18,12/31/18,1.6,0,nonfiction
222,7/1/18,4/20/18,12/31/18,1.511111111,0,nonfiction
222,10/1/18,4/20/18,12/31/18,1.689189189,0,nonfiction
223,4/1/19,4/5/19,6/30/19,3.244444444,0,mystery
224,4/1/18,6/1/18,12/31/18,0.355555556,0,kids
224,7/1/18,6/1/18,12/31/18,0.255555556,0,kids
224,10/1/18,6/1/18,12/31/18,0.2,0,kids
225,4/1/18,6/1/18,12/31/18,2.422222222,0,other fiction
225,7/1/18,6/1/18,12/31/18,1.611111111,0,other fiction
225,10/1/18,6/1/18,12/31/18,1.233333333,0,other fiction
226,4/1/19,4/5/19,6/30/19,4.833333333,0,mystery
227,1/1/19,1/3/19,6/30/19,1.222222222,0,kids
227,4/1/19,1/3/19,6/30/19,1.011111111,0,kids
228,4/1/18,4/20/18,12/31/18,0.511111111,0,nonfiction
228,7/1/18,4/20/18,12/31/18,0.171428571,0,nonfiction
228,10/1/18,4/20/18,12/31/18,0.704225352,0,nonfiction
229,4/1/19,4/5/19,6/30/19,3.977777778,0,other fiction
230,1/1/19,1/5/19,6/30/19,0.377777778,0,kids
230,4/1/19,1/5/19,6/30/19,0.466666667,0,kids
231,4/1/18,4/21/18,12/31/18,0.466666667,0,other fiction
231,7/1/18,4/21/18,12/31/18,1.106666667,0,other fiction
231,10/1/18,4/21/18,12/31/18,0.688888889,0,other fiction
232,4/1/18,4/20/18,9/30/18,0.822222222,0,nonfiction
232,7/1/18,4/20/18,9/30/18,0.688888889,1,nonfiction
233,4/1/18,4/21/18,12/31/18,0.722222222,0,nonfiction
233,7/1/18,4/21/18,12/31/18,0.488888889,0,nonfiction
233,10/1/18,4/21/18,12/31/18,0.377777778,0,nonfiction
234,4/1/19,4/5/19,6/30/19,3.833333333,0,other fiction
235,4/1/18,4/20/18,12/31/18,1.533333333,1,nonfiction
235,7/1/18,4/20/18,12/31/18,1.022222222,1,nonfiction
235,10/1/18,4/20/18,12/31/18,0.222222222,1,nonfiction
236,4/1/18,4/21/18,12/31/18,2.411111111,0,nonfiction
236,7/1/18,4/21/18,12/31/18,1.422222222,0,nonfiction
236,10/1/18,4/21/18,12/31/18,1.311111111,0,nonfiction
237,1/1/19,1/2/19,4/30/19,2.325842697,0,mystery
237,4/1/19,1/2/19,4/30/19,3.233333333,0,mystery
238,11/1/18,11/30/18,12/31/18,10.73333333,1,nonfiction
239,4/1/19,4/5/19,6/30/19,1.566666667,0,mystery
240,4/1/18,6/2/18,4/30/19,1.721311475,0,nonfiction
